,ID,Label,Count,Year Range
30201,adaptation mechanism (1995-1999),adaptation mechanism (1995-1999),29,1995-1999
30202,redundancy resolution (1995-1999),redundancy resolution (1995-1999),29,1995-1999
30203,bit allocation (1995-1999),bit allocation (1995-1999),29,1995-1999
30204,electron density (1995-1999),electron density (1995-1999),29,1995-1999
30205,file server (1995-1999),file server (1995-1999),29,1995-1999
30206,statistically efficient (1995-1999),statistically efficient (1995-1999),29,1995-1999
30207,membership values (1995-1999),membership values (1995-1999),29,1995-1999
30208,multirate systems (1995-1999),multirate systems (1995-1999),29,1995-1999
30209,color difference (1995-1999),color difference (1995-1999),29,1995-1999
30210,geometric problems (1995-1999),geometric problems (1995-1999),29,1995-1999
30211,joint velocity (1995-1999),joint velocity (1995-1999),29,1995-1999
30212,concatenated coding (1995-1999),concatenated coding (1995-1999),29,1995-1999
30213,thresholding technique (1995-1999),thresholding technique (1995-1999),29,1995-1999
30214,handwritten words (1995-1999),handwritten words (1995-1999),29,1995-1999
30215,reusable software components (1995-1999),reusable software components (1995-1999),29,1995-1999
30216,vanishing points (1995-1999),vanishing points (1995-1999),29,1995-1999
30217,wheeled mobile (1995-1999),wheeled mobile (1995-1999),29,1995-1999
30218,temporal operators (1995-1999),temporal operators (1995-1999),29,1995-1999
30219,nonlinear least squares (1995-1999),nonlinear least squares (1995-1999),29,1995-1999
30220,transmission control (1995-1999),transmission control (1995-1999),29,1995-1999
30221,complex dynamics (1995-1999),complex dynamics (1995-1999),29,1995-1999
30222,programmable processors (1995-1999),programmable processors (1995-1999),29,1995-1999
30223,multiple fault (1995-1999),multiple fault (1995-1999),29,1995-1999
30224,component reuse (1995-1999),component reuse (1995-1999),29,1995-1999
30225,color spaces (1995-1999),color spaces (1995-1999),29,1995-1999
30226,chromatic index (1995-1999),chromatic index (1995-1999),29,1995-1999
30227,proc amia symp (2000-2004),proc amia symp (2000-2004),29,2000-2004
30228,crossover and mutation operators (2000-2004),crossover and mutation operators (2000-2004),29,2000-2004
30229,statistical language model (2000-2004),statistical language model (2000-2004),29,2000-2004
30230,file servers (2000-2004),file servers (2000-2004),29,2000-2004
30231,se presenta (2000-2004),se presenta (2000-2004),29,2000-2004
30232,avoidance csmaca (2000-2004),avoidance csmaca (2000-2004),29,2000-2004
30233,process crashes (2000-2004),process crashes (2000-2004),29,2000-2004
30234,empirical software engineering (2000-2004),empirical software engineering (2000-2004),29,2000-2004
30235,critically sampled (2000-2004),critically sampled (2000-2004),29,2000-2004
30236,adaptive resource management (2000-2004),adaptive resource management (2000-2004),29,2000-2004
30237,content based image retrieval cbir (2000-2004),content based image retrieval cbir (2000-2004),29,2000-2004
30238,saturation throughput (2000-2004),saturation throughput (2000-2004),29,2000-2004
30239,fuzzy neural network fnn (2000-2004),fuzzy neural network fnn (2000-2004),29,2000-2004
30240,competitive algorithms (2000-2004),competitive algorithms (2000-2004),29,2000-2004
30241,qos control (2000-2004),qos control (2000-2004),29,2000-2004
30242,extensible stylesheet (2000-2004),extensible stylesheet (2000-2004),29,2000-2004
30243,hidden unit (2000-2004),hidden unit (2000-2004),29,2000-2004
30244,semidefinite program (2000-2004),semidefinite program (2000-2004),29,2000-2004
30245,optimal rate allocation (2000-2004),optimal rate allocation (2000-2004),29,2000-2004
30246,data stream management system dsms (2005-2009),data stream management system dsms (2005-2009),29,2005-2009
30247,rival penalized (2005-2009),rival penalized (2005-2009),29,2005-2009
30248,discovering association rules (2005-2009),discovering association rules (2005-2009),29,2005-2009
30249,aqm algorithm (2005-2009),aqm algorithm (2005-2009),29,2005-2009
30250,closed frequent itemsets (2005-2009),closed frequent itemsets (2005-2009),29,2005-2009
30251,support vector learning (2005-2009),support vector learning (2005-2009),29,2005-2009
30252,routing aodv (2005-2009),routing aodv (2005-2009),29,2005-2009
30253,frequent pattern mining algorithms (2005-2009),frequent pattern mining algorithms (2005-2009),29,2005-2009
30254,cluster file system (2005-2009),cluster file system (2005-2009),29,2005-2009
30255,proposed vad (2005-2009),proposed vad (2005-2009),29,2005-2009
30256,filter and wrapper (2005-2009),filter and wrapper (2005-2009),29,2005-2009
30257,ar face database (2005-2009),ar face database (2005-2009),29,2005-2009
30258,rights expression (2005-2009),rights expression (2005-2009),29,2005-2009
30259,requirements engineer (2005-2009),requirements engineer (2005-2009),29,2005-2009
30260,unit dmu (2005-2009),unit dmu (2005-2009),29,2005-2009
30261,locating documents (2005-2009),locating documents (2005-2009),29,2005-2009
30262,initial marking (2005-2009),initial marking (2005-2009),29,2005-2009
30263,goddard space flight center (2005-2009),goddard space flight center (2005-2009),29,2005-2009
30264,multiple positive solutions (2005-2009),multiple positive solutions (2005-2009),29,2005-2009
30265,wce video (2010-2014),wce video (2010-2014),29,2010-2014
30266,tone reservation tr (2010-2014),tone reservation tr (2010-2014),29,2010-2014
30267,robust asr (2010-2014),robust asr (2010-2014),29,2010-2014
30268,symbolic aggregate approximation sax (2010-2014),symbolic aggregate approximation sax (2010-2014),29,2010-2014
30269,answer extraction (2010-2014),answer extraction (2010-2014),29,2010-2014
30270,radical prostatectomy (2010-2014),radical prostatectomy (2010-2014),29,2010-2014
30271,gateway mag (2010-2014),gateway mag (2010-2014),29,2010-2014
30272,tcp incast (2010-2014),tcp incast (2010-2014),29,2010-2014
30273,young and older (2010-2014),young and older (2010-2014),29,2010-2014
30274,key predistribution scheme (2010-2014),key predistribution scheme (2010-2014),29,2010-2014
30275,facial action coding system facs (2010-2014),facial action coding system facs (2010-2014),29,2010-2014
30276,pca based (2010-2014),pca based (2010-2014),29,2010-2014
30277,variational optical flow (2010-2014),variational optical flow (2010-2014),29,2010-2014
30278,spectrum sensing data falsification (2010-2014),spectrum sensing data falsification (2010-2014),29,2010-2014
30279,semantic web service discovery (2010-2014),semantic web service discovery (2010-2014),29,2010-2014
30280,active learner (2010-2014),active learner (2010-2014),29,2010-2014
30281,unbalanced energy consumption (2010-2014),unbalanced energy consumption (2010-2014),29,2010-2014
30282,based multicast routing (2010-2014),based multicast routing (2010-2014),29,2010-2014
30283,unlicensed user (2010-2014),unlicensed user (2010-2014),29,2010-2014
30284,absolute difference sad (2010-2014),absolute difference sad (2010-2014),29,2010-2014
30285,equal error protection (2010-2014),equal error protection (2010-2014),29,2010-2014
30286,bearing fault diagnosis (2010-2014),bearing fault diagnosis (2010-2014),29,2010-2014
30287,matrix riccati (2010-2014),matrix riccati (2010-2014),29,2010-2014
30288,power added efficiency pae (2010-2014),power added efficiency pae (2010-2014),29,2010-2014
30289,pv cell (2010-2014),pv cell (2010-2014),29,2010-2014
30290,cfo estimator (2010-2014),cfo estimator (2010-2014),29,2010-2014
30291,sparse representation based (2015-2017),sparse representation based (2015-2017),29,2015-2017
30292,based human activity recognition (2015-2017),based human activity recognition (2015-2017),29,2015-2017
30293,medicinal chemistry (2015-2017),medicinal chemistry (2015-2017),29,2015-2017
30294,bam neural networks (2015-2017),bam neural networks (2015-2017),29,2015-2017
30295,stability and bifurcation (2015-2017),stability and bifurcation (2015-2017),29,2015-2017
30296,business models (2015-2017),business models (2015-2017),29,2015-2017
30297,perceived behavioral control (2015-2017),perceived behavioral control (2015-2017),29,2015-2017
30298,fading severity (2015-2017),fading severity (2015-2017),29,2015-2017
30299,intuitionistic fuzzy sets ifss (2015-2017),intuitionistic fuzzy sets ifss (2015-2017),29,2015-2017
30300,spectrum handoff (2015-2017),spectrum handoff (2015-2017),29,2015-2017
30301,depth recovery (2015-2017),depth recovery (2015-2017),29,2015-2017
30302,gene regulatory network grn (2015-2017),gene regulatory network grn (2015-2017),29,2015-2017
30303,semantic parser (2015-2017),semantic parser (2015-2017),29,2015-2017
30304,hybrid electric vehicles hevs (2015-2017),hybrid electric vehicles hevs (2015-2017),29,2015-2017
30305,reversible jump (2015-2017),reversible jump (2015-2017),29,2015-2017
30306,screen content coding (2015-2017),screen content coding (2015-2017),29,2015-2017
30307,high power amplifier (2015-2017),high power amplifier (2015-2017),29,2015-2017
30308,array aperture (2015-2017),array aperture (2015-2017),29,2015-2017
30309,successive cancellation sc (2015-2017),successive cancellation sc (2015-2017),29,2015-2017
30310,opinion words (2015-2017),opinion words (2015-2017),29,2015-2017
30311,random variables (1970-1974),random variables (1970-1974),28,1970-1974
30312,input and output (1975-1979),input and output (1975-1979),28,1975-1979
30313,main result (1975-1979),main result (1975-1979),28,1975-1979
30314,differential equations (1980-1984),differential equations (1980-1984),28,1980-1984
30315,starting point (1980-1984),starting point (1980-1984),28,1980-1984
30316,an undirected graph (1980-1984),an undirected graph (1980-1984),28,1980-1984
30317,uniformly distributed (1980-1984),uniformly distributed (1980-1984),28,1980-1984
30318,parallel computation (1980-1984),parallel computation (1980-1984),28,1980-1984
30319,representation language (1985-1989),representation language (1985-1989),28,1985-1989
30320,solving problems (1985-1989),solving problems (1985-1989),28,1985-1989
30321,implementation techniques (1985-1989),implementation techniques (1985-1989),28,1985-1989
30322,constraint propagation (1985-1989),constraint propagation (1985-1989),28,1985-1989
30323,application development (1985-1989),application development (1985-1989),28,1985-1989
30324,global optimization (1985-1989),global optimization (1985-1989),28,1985-1989
30325,matching process (1985-1989),matching process (1985-1989),28,1985-1989
30326,program transformation (1985-1989),program transformation (1985-1989),28,1985-1989
30327,pattern classification (1985-1989),pattern classification (1985-1989),28,1985-1989
30328,highly efficient (1985-1989),highly efficient (1985-1989),28,1985-1989
30329,traditional methods (1985-1989),traditional methods (1985-1989),28,1985-1989
30330,la recherche (1985-1989),la recherche (1985-1989),28,1985-1989
30331,spatial data (1985-1989),spatial data (1985-1989),28,1985-1989
30332,parallel solution (1985-1989),parallel solution (1985-1989),28,1985-1989
30333,parallel complexity (1985-1989),parallel complexity (1985-1989),28,1985-1989
30334,partial orders (1985-1989),partial orders (1985-1989),28,1985-1989
30335,requirements analysis (1985-1989),requirements analysis (1985-1989),28,1985-1989
30336,normal forms (1985-1989),normal forms (1985-1989),28,1985-1989
30337,network performance (1985-1989),network performance (1985-1989),28,1985-1989
30338,search strategies (1985-1989),search strategies (1985-1989),28,1985-1989
30339,efficient computation (1985-1989),efficient computation (1985-1989),28,1985-1989
30340,retrieval systems (1985-1989),retrieval systems (1985-1989),28,1985-1989
30341,large networks (1985-1989),large networks (1985-1989),28,1985-1989
30342,hardware architecture (1985-1989),hardware architecture (1985-1989),28,1985-1989
30343,supervisory control (1985-1989),supervisory control (1985-1989),28,1985-1989
30344,mean square error (1985-1989),mean square error (1985-1989),28,1985-1989
30345,fuzzy logic (1985-1989),fuzzy logic (1985-1989),28,1985-1989
30346,neural nets (1985-1989),neural nets (1985-1989),28,1985-1989
30347,solid modeling (1985-1989),solid modeling (1985-1989),28,1985-1989
30348,exception handling (1985-1989),exception handling (1985-1989),28,1985-1989
30349,multistage interconnection networks (1985-1989),multistage interconnection networks (1985-1989),28,1985-1989
30350,moving object (1985-1989),moving object (1985-1989),28,1985-1989
30351,an object oriented (1985-1989),an object oriented (1985-1989),28,1985-1989
30352,convex polygon (1985-1989),convex polygon (1985-1989),28,1985-1989
30353,de la theorie (1985-1989),de la theorie (1985-1989),28,1985-1989
30354,perfect matching (1985-1989),perfect matching (1985-1989),28,1985-1989
30355,prediction error (1985-1989),prediction error (1985-1989),28,1985-1989
30356,maximum flow (1985-1989),maximum flow (1985-1989),28,1985-1989
30357,probability density function (1985-1989),probability density function (1985-1989),28,1985-1989
30358,extreme points (1985-1989),extreme points (1985-1989),28,1985-1989
30359,historical data (1990-1994),historical data (1990-1994),28,1990-1994
